point_transaction_id,user_id,change_type,point_delta,occurred_at,reference_no
PT00000361,U001366,campaign_reward,19,2025-10-07 23:11:28,MOCK0004057
PT00000362,U002321,order_reward,549,2026-08-07 04:57:01,MOCK0009667
PT00000363,U000501,order_reward,50,2026-06-10 02:20:10,MOCK0009539
PT00000364,U004913,order_reward,671,2026-05-29 14:02:21,MOCK0001440
PT00000365,U003179,order_reward,547,2025-01-09 05:24:30,MOCK0003885
PT00000366,U002526,campaign_reward,378,2025-05-07 23:39:10,MOCK0009221
PT00000367,U001733,order_reward,733,2025-08-10 01:06:09,MOCK0008000
PT00000368,U001571,order_reward,773,2026-04-11 00:21:19,MOCK0001539
PT00000369,U003597,order_reward,729,2025-05-30 13:44:37,MOCK0010964
PT00000370,U001891,campaign_reward,406,2025-09-27 17:03:54,MOCK0004147
PT00000371,U004896,order_reward,495,2026-08-14 23:19:41,MOCK0010523
PT00000372,U003622,order_reward,554,2025-02-17 04:37:24,MOCK0011100
PT00000373,U001078,refund_deduct,-351,2025-06-14 23:12:00,MOCK0001623
PT00000374,U000187,order_reward,465,2026-08-22 21:42:34,MOCK0005668
PT00000375,U000468,order_reward,278,2025-07-23 20:45:30,MOCK0006358
PT00000376,U001841,refund_deduct,-422,2025-02-03 07:24:30,MOCK0000951
PT00000377,U001535,redeem,-673,2025-07-16 17:35:31,MOCK0009097
PT00000378,U004584,campaign_reward,739,2025-09-09 14:16:58,MOCK0002885
PT00000379,U001873,order_reward,20,2026-04-16 16:53:28,MOCK0003568
PT00000380,U003988,order_reward,276,2025-12-28 23:43:26,MOCK0002744
PT00000381,U002194,campaign_reward,327,2025-03-10 15:48:27,MOCK0001835
PT00000382,U001660,campaign_reward,746,2025-03-30 21:51:47,MOCK0006218
PT00000383,U002645,order_reward,597,2025-04-25 01:05:41,MOCK0004712
PT00000384,U003185,order_reward,258,2026-01-13 04:57:32,MOCK0007582
PT00000385,U001942,campaign_reward,383,2025-08-07 12:19:04,MOCK0009063
PT00000386,U003923,order_reward,181,2025-04-23 05:42:45,MOCK0003420
PT00000387,U000711,campaign_reward,348,2025-07-08 03:10:35,MOCK0006157
PT00000388,U000760,order_reward,785,2025-12-04 01:32:06,MOCK0004036
PT00000389,U003792,order_reward,247,2025-11-15 05:13:50,MOCK0002995
PT00000390,U004000,campaign_reward,401,2026-02-16 05:26:24,MOCK0009309
PT00000391,U002763,campaign_reward,162,2026-04-24 08:41:17,MOCK0011853
PT00000392,U004107,campaign_reward,349,2026-08-20 22:38:02,MOCK0011898
PT00000393,U003809,campaign_reward,356,2025-11-10 15:08:00,MOCK0003724
PT00000394,U000300,order_reward,25,2025-08-11 16:15:28,MOCK0000949
PT00000395,U000765,order_reward,396,2026-04-29 06:21:23,MOCK0002083
PT00000396,U001165,expire,-699,2025-09-08 06:53:52,MOCK0002879
PT00000397,U004051,redeem,-609,2026-03-06 14:36:24,MOCK0010214
PT00000398,U000819,order_reward,153,2026-04-22 14:12:43,MOCK0005920
PT00000399,U002213,order_reward,705,2025-01-10 18:34:26,MOCK0010526
PT00000400,U002101,order_reward,318,2025-08-26 07:48:55,MOCK0005232
PT00000401,U003126,redeem,-263,2026-02-03 13:47:17,MOCK0004310
PT00000402,U000765,campaign_reward,325,2025-08-14 09:34:08,MOCK0004017
PT00000403,U003336,redeem,-637,2025-03-23 17:49:17,MOCK0003997
PT00000404,U000601,campaign_reward,399,2025-12-30 13:47:06,MOCK0008202
PT00000405,U004223,order_reward,348,2025-08-02 12:41:43,MOCK0003001
PT00000406,U002313,redeem,-319,2025-05-22 17:55:18,MOCK0008043
PT00000407,U002620,order_reward,140,2025-11-19 16:22:23,MOCK0009125
PT00000408,U002422,campaign_reward,340,2026-02-15 04:07:53,MOCK0002526
PT00000409,U004711,expire,-462,2025-01-20 00:58:53,MOCK0010436
PT00000410,U004675,refund_deduct,-578,2025-12-07 08:00:29,MOCK0003203
PT00000411,U001791,redeem,-64,2025-01-14 16:32:54,MOCK0004187
PT00000412,U001408,refund_deduct,-336,2025-02-17 01:06:23,MOCK0007309
PT00000413,U002193,order_reward,204,2025-01-17 19:45:14,MOCK0009246
PT00000414,U000343,redeem,-631,2025-09-20 10:05:14,MOCK0009507
PT00000415,U002335,order_reward,484,2026-02-10 20:47:23,MOCK0008111
PT00000416,U000015,redeem,-598,2025-11-12 10:39:55,MOCK0000853
PT00000417,U004350,order_reward,314,2026-01-25 21:29:41,MOCK0006356
PT00000418,U002444,redeem,-351,2025-11-14 22:30:16,MOCK0010669
PT00000419,U001391,order_reward,262,2026-04-09 05:04:03,MOCK0009631
PT00000420,U001983,redeem,-14,2025-07-16 22:54:29,MOCK0001363
PT00000421,U001202,order_reward,211,2025-04-11 19:27:17,MOCK0006941
PT00000422,U000475,order_reward,212,2025-06-18 18:52:31,MOCK0009418
PT00000423,U004330,expire,-294,2025-10-04 22:53:48,MOCK0003412
PT00000424,U002053,campaign_reward,321,2025-11-09 13:29:33,MOCK0007662
PT00000425,U002024,order_reward,770,2026-05-21 08:34:17,MOCK0006642
PT00000426,U004222,order_reward,746,2026-05-05 14:52:10,MOCK0005596
PT00000427,U003431,redeem,-779,2026-05-11 01:11:05,MOCK0001538
PT00000428,U002488,redeem,-776,2026-05-28 08:47:11,MOCK0011495
PT00000429,U002463,redeem,-30,2026-08-06 01:26:39,MOCK0000177
PT00000430,U001365,campaign_reward,171,2025-08-09 16:50:47,MOCK0000999
PT00000431,U000202,order_reward,441,2025-03-30 14:30:52,MOCK0011055
PT00000432,U000566,redeem,-687,2026-06-20 22:06:27,MOCK0010766
PT00000433,U004302,refund_deduct,-288,2025-10-12 10:47:40,MOCK0004384
PT00000434,U004725,order_reward,95,2025-02-14 20:15:59,MOCK0002719
PT00000435,U002001,order_reward,369,2026-05-07 00:35:34,MOCK0002981
PT00000436,U002114,redeem,-113,2025-05-05 12:48:17,MOCK0003148
PT00000437,U001484,order_reward,437,2025-10-06 22:47:15,MOCK0009299
PT00000438,U001186,expire,-265,2025-04-10 00:05:06,MOCK0010075
PT00000439,U000577,redeem,-7,2025-08-04 16:27:22,MOCK0004540
PT00000440,U001507,order_reward,589,2025-07-13 10:50:52,MOCK0007893
PT00000441,U000982,redeem,-583,2025-03-13 20:30:38,MOCK0001957
PT00000442,U000314,order_reward,546,2026-08-07 15:23:59,MOCK0000458
PT00000443,U002877,expire,-149,2025-02-19 23:25:11,MOCK0008100
PT00000444,U003269,refund_deduct,-351,2025-03-19 07:03:09,MOCK0000227
PT00000445,U000454,order_reward,501,2025-11-21 13:26:17,MOCK0010822
PT00000446,U000154,expire,-744,2026-03-20 20:27:29,MOCK0009326
PT00000447,U001722,order_reward,756,2025-12-22 11:15:26,MOCK0000808
PT00000448,U003142,redeem,-120,2025-04-23 13:57:14,MOCK0006622
PT00000449,U002387,order_reward,785,2026-04-15 20:23:04,MOCK0001041
PT00000450,U000455,order_reward,111,2026-01-21 04:48:06,MOCK0002836
PT00000451,U001649,campaign_reward,191,2026-05-21 19:21:23,MOCK0005617
PT00000452,U003582,order_reward,592,2026-02-17 11:22:04,MOCK0004088
PT00000453,U002440,redeem,-33,2025-12-22 21:24:45,MOCK0003941
PT00000454,U002504,order_reward,645,2025-05-31 17:35:26,MOCK0006780
PT00000455,U002164,order_reward,233,2026-06-14 11:49:16,MOCK0003296
PT00000456,U000891,expire,-702,2025-11-01 20:09:01,MOCK0004384
PT00000457,U003604,order_reward,437,2025-04-09 21:58:01,MOCK0005763
PT00000458,U002217,refund_deduct,-157,2026-01-10 09:29:58,MOCK0007554
PT00000459,U004079,redeem,-407,2025-02-14 23:02:00,MOCK0000315
PT00000460,U004896,redeem,-181,2026-05-28 11:51:20,MOCK0001924
PT00000461,U000519,order_reward,32,2025-03-11 11:05:55,MOCK0005674
PT00000462,U004059,order_reward,718,2025-04-04 15:10:05,MOCK0001143
PT00000463,U002174,redeem,-76,2025-06-17 19:08:30,MOCK0004942
PT00000464,U000292,campaign_reward,7,2026-04-08 00:23:08,MOCK0002886
PT00000465,U002486,campaign_reward,603,2025-11-16 22:52:10,MOCK0000735
PT00000466,U003617,order_reward,349,2025-01-30 18:34:13,MOCK0006401
PT00000467,U004267,redeem,-771,2026-02-23 09:38:05,MOCK0001840
PT00000468,U000724,expire,-190,2026-06-30 14:24:40,MOCK0001637
PT00000469,U004625,order_reward,306,2026-05-02 20:20:27,MOCK0002769
PT00000470,U003641,redeem,-205,2026-01-20 15:38:34,MOCK0003586
PT00000471,U002881,order_reward,749,2025-01-18 18:10:13,MOCK0003560
PT00000472,U004298,redeem,-328,2025-08-21 17:59:33,MOCK0001132
PT00000473,U004595,redeem,-712,2026-03-20 18:04:37,MOCK0009105
PT00000474,U003857,order_reward,463,2025-10-16 19:59:22,MOCK0003245
PT00000475,U000968,order_reward,36,2025-09-12 21:38:24,MOCK0007299
PT00000476,U002552,order_reward,649,2025-03-08 23:40:53,MOCK0006450
PT00000477,U000704,redeem,-503,2026-01-22 08:29:25,MOCK0011071
PT00000478,U001393,campaign_reward,704,2025-01-11 08:43:21,MOCK0005736
PT00000479,U002324,redeem,-500,2026-06-19 17:26:00,MOCK0001461
PT00000480,U003025,order_reward,505,2025-02-09 22:37:49,MOCK0011717
PT00000481,U002919,redeem,-513,2025-07-30 10:56:55,MOCK0008476
PT00000482,U002007,order_reward,57,2026-05-20 20:20:18,MOCK0002361
PT00000483,U001441,order_reward,294,2026-04-22 13:18:01,MOCK0002009
PT00000484,U000514,expire,-318,2026-04-08 19:24:03,MOCK0007017
PT00000485,U002200,refund_deduct,-734,2025-01-31 09:19:15,MOCK0011379
PT00000486,U001736,order_reward,490,2025-05-09 16:28:18,MOCK0009821
PT00000487,U003804,refund_deduct,-542,2026-05-12 04:22:14,MOCK0008206
PT00000488,U004307,order_reward,721,2025-09-24 05:49:46,MOCK0004548
PT00000489,U003767,redeem,-287,2026-07-15 17:10:34,MOCK0008448
PT00000490,U004206,order_reward,68,2025-09-16 19:44:02,MOCK0009172
PT00000491,U001489,order_reward,633,2025-05-22 06:09:13,MOCK0001457
PT00000492,U000712,redeem,-376,2026-04-01 19:36:33,MOCK0006225
PT00000493,U000285,redeem,-645,2025-04-24 10:35:56,MOCK0000533
PT00000494,U004213,order_reward,286,2026-07-26 23:47:23,MOCK0002272
PT00000495,U003080,expire,-543,2026-03-16 12:01:47,MOCK0006448
PT00000496,U002202,redeem,-749,2025-02-17 23:47:58,MOCK0001556
PT00000497,U000231,order_reward,181,2025-02-21 20:43:44,MOCK0008134
PT00000498,U001651,order_reward,192,2026-04-15 02:11:57,MOCK0000259
PT00000499,U002583,redeem,-68,2025-10-29 10:12:13,MOCK0003016
PT00000500,U003595,expire,-39,2026-07-29 13:57:48,MOCK0004076
PT00000501,U003806,campaign_reward,590,2026-05-07 13:30:50,MOCK0010179
PT00000502,U003590,order_reward,686,2025-02-03 09:01:55,MOCK0009329
PT00000503,U004372,campaign_reward,355,2025-07-09 08:53:16,MOCK0008328
PT00000504,U003426,order_reward,203,2026-03-07 08:39:52,MOCK0007490
PT00000505,U000208,redeem,-524,2025-09-30 04:14:45,MOCK0007140
PT00000506,U000070,order_reward,444,2025-04-23 04:19:08,MOCK0009834
PT00000507,U001420,order_reward,93,2025-02-01 07:17:15,MOCK0003226
PT00000508,U003871,order_reward,392,2025-11-30 20:32:43,MOCK0006239
PT00000509,U000602,order_reward,10,2026-03-30 00:21:39,MOCK0002815
PT00000510,U000768,order_reward,751,2025-05-26 11:01:37,MOCK0003235
PT00000511,U003977,refund_deduct,-698,2026-03-07 13:50:23,MOCK0001747
PT00000512,U000066,order_reward,477,2025-12-26 19:53:37,MOCK0011905
PT00000513,U002615,refund_deduct,-193,2026-07-05 03:05:19,MOCK0004896
PT00000514,U004354,order_reward,676,2026-07-05 21:59:12,MOCK0003065
PT00000515,U001822,order_reward,372,2026-04-08 15:34:10,MOCK0003712
PT00000516,U001122,refund_deduct,-290,2025-05-24 19:56:12,MOCK0001374
PT00000517,U004208,campaign_reward,308,2026-01-18 17:33:38,MOCK0003286
PT00000518,U002359,order_reward,739,2025-10-19 13:09:20,MOCK0009779
PT00000519,U002236,campaign_reward,539,2026-06-15 01:20:55,MOCK0010700
PT00000520,U000807,redeem,-367,2025-12-07 12:39:17,MOCK0005675
PT00000521,U003038,redeem,-470,2025-05-08 06:40:43,MOCK0010768
PT00000522,U001917,campaign_reward,445,2026-08-02 19:35:23,MOCK0010088
PT00000523,U004141,order_reward,715,2025-11-08 18:22:18,MOCK0011622
PT00000524,U000238,order_reward,253,2026-07-23 05:39:48,MOCK0009835
PT00000525,U004966,order_reward,564,2026-04-12 22:38:59,MOCK0011033
PT00000526,U000315,order_reward,767,2026-04-23 20:04:19,MOCK0002578
PT00000527,U002005,order_reward,546,2025-07-12 21:26:33,MOCK0005544
PT00000528,U001837,redeem,-33,2025-08-04 21:43:21,MOCK0005279
PT00000529,U003346,order_reward,587,2026-05-07 20:08:17,MOCK0002134
PT00000530,U002150,redeem,-751,2025-06-17 04:36:53,MOCK0004178
PT00000531,U000380,order_reward,287,2025-10-23 04:53:02,MOCK0010111
PT00000532,U000974,refund_deduct,-260,2026-07-24 09:35:35,MOCK0004622
PT00000533,U004798,campaign_reward,597,2026-04-26 03:43:53,MOCK0000236
PT00000534,U003087,refund_deduct,-286,2025-12-22 15:32:03,MOCK0007618
PT00000535,U003935,campaign_reward,309,2025-08-28 02:45:21,MOCK0003461
PT00000536,U000559,order_reward,625,2025-08-23 01:16:32,MOCK0007501
PT00000537,U004429,order_reward,688,2025-12-25 18:59:18,MOCK0006805
PT00000538,U002918,redeem,-499,2026-07-08 18:14:47,MOCK0007586
PT00000539,U003611,refund_deduct,-698,2025-01-31 19:57:10,MOCK0006276
PT00000540,U001654,redeem,-618,2025-07-10 19:26:53,MOCK0005477
PT00000541,U002566,order_reward,738,2026-08-20 09:15:54,MOCK0006007
PT00000542,U000362,order_reward,11,2025-07-30 14:31:12,MOCK0011383
PT00000543,U002835,expire,-441,2026-07-31 16:50:37,MOCK0001737
PT00000544,U000616,order_reward,688,2025-01-03 03:01:50,MOCK0004883
PT00000545,U004543,refund_deduct,-497,2026-02-06 05:35:13,MOCK0001351
PT00000546,U000883,redeem,-171,2025-03-26 23:21:59,MOCK0004114
PT00000547,U002566,refund_deduct,-202,2025-06-12 23:36:45,MOCK0008418
PT00000548,U001924,order_reward,154,2026-04-11 12:50:00,MOCK0002870
PT00000549,U002151,order_reward,118,2026-08-14 17:11:25,MOCK0000031
PT00000550,U001752,order_reward,515,2025-07-11 07:59:23,MOCK0004314
PT00000551,U003912,refund_deduct,-329,2026-05-29 07:52:09,MOCK0000017
PT00000552,U002152,order_reward,591,2025-12-29 17:07:44,MOCK0003938
PT00000553,U004347,order_reward,269,2025-10-27 22:47:26,MOCK0011270
PT00000554,U004542,redeem,-142,2025-06-20 04:15:32,MOCK0009646
PT00000555,U002182,order_reward,731,2025-07-11 09:59:59,MOCK0006573
PT00000556,U003871,redeem,-351,2025-01-04 05:14:27,MOCK0001684
PT00000557,U002275,campaign_reward,750,2026-08-12 06:06:10,MOCK0005383
PT00000558,U000830,order_reward,641,2026-01-08 23:03:44,MOCK0002020
PT00000559,U001747,campaign_reward,659,2026-02-13 18:26:57,MOCK0001529
PT00000560,U000354,order_reward,676,2025-04-24 00:34:54,MOCK0001092
PT00000561,U002440,order_reward,612,2026-05-31 02:36:04,MOCK0003277
PT00000562,U000560,order_reward,460,2026-08-16 07:55:55,MOCK0004426
PT00000563,U002183,campaign_reward,630,2026-03-07 09:32:19,MOCK0000146
PT00000564,U004057,redeem,-469,2026-05-13 08:20:30,MOCK0008930
PT00000565,U000851,order_reward,728,2025-10-27 04:49:58,MOCK0006967
PT00000566,U004768,refund_deduct,-68,2025-05-20 06:41:59,MOCK0004851
PT00000567,U001955,campaign_reward,798,2026-08-18 17:02:08,MOCK0007604
PT00000568,U001754,refund_deduct,-575,2025-06-18 19:55:40,MOCK0007558
PT00000569,U001190,order_reward,302,2025-03-15 06:46:55,MOCK0009283
PT00000570,U001367,campaign_reward,529,2025-04-13 00:45:05,MOCK0011930
PT00000571,U003953,order_reward,430,2025-11-25 13:11:57,MOCK0007905
PT00000572,U001692,campaign_reward,729,2025-09-26 05:20:21,MOCK0007597
PT00000573,U000577,order_reward,384,2025-02-22 23:00:21,MOCK0006517
PT00000574,U001876,expire,-406,2025-09-25 07:38:44,MOCK0011665
PT00000575,U000393,order_reward,509,2026-01-06 11:13:53,MOCK0003426
PT00000576,U002007,redeem,-149,2025-01-16 16:16:44,MOCK0000780
PT00000577,U003214,expire,-118,2026-08-20 20:40:50,MOCK0005300
PT00000578,U004351,expire,-792,2025-09-28 20:12:46,MOCK0008199
PT00000579,U000360,expire,-712,2026-05-19 13:53:17,MOCK0007907
PT00000580,U003134,order_reward,732,2026-05-13 03:09:01,MOCK0000416
PT00000581,U004956,order_reward,22,2025-03-21 16:31:55,MOCK0003012
PT00000582,U002248,campaign_reward,210,2026-01-01 00:49:01,MOCK0001774
PT00000583,U001575,order_reward,390,2025-03-09 21:48:47,MOCK0000353
PT00000584,U003627,campaign_reward,414,2025-07-16 17:43:11,MOCK0011253
PT00000585,U003128,order_reward,535,2026-02-27 05:38:30,MOCK0010881
PT00000586,U001580,campaign_reward,620,2025-11-01 18:20:10,MOCK0009230
PT00000587,U003539,order_reward,386,2026-02-20 00:26:18,MOCK0006563
PT00000588,U001934,order_reward,325,2025-06-26 01:11:07,MOCK0008731
PT00000589,U003554,order_reward,9,2025-12-12 22:31:44,MOCK0005884
PT00000590,U004691,order_reward,404,2026-04-27 22:12:17,MOCK0008386
PT00000591,U004838,order_reward,416,2026-07-24 15:09:52,MOCK0001080
PT00000592,U001243,campaign_reward,594,2026-02-14 14:45:42,MOCK0005216
PT00000593,U003551,redeem,-760,2025-08-07 19:45:37,MOCK0007171
PT00000594,U003169,redeem,-630,2026-05-21 03:38:43,MOCK0000221
PT00000595,U004897,order_reward,126,2025-10-15 15:23:44,MOCK0010474
PT00000596,U000427,refund_deduct,-606,2026-04-02 14:10:21,MOCK0010332
PT00000597,U000481,order_reward,566,2026-02-13 20:33:39,MOCK0003002
PT00000598,U001687,campaign_reward,147,2026-01-27 12:05:09,MOCK0002422
PT00000599,U000287,campaign_reward,655,2025-09-03 01:25:59,MOCK0006859
PT00000600,U003942,expire,-446,2025-04-17 12:47:35,MOCK0000345
PT00000601,U002454,redeem,-264,2025-07-09 00:55:23,MOCK0011692
PT00000602,U004853,refund_deduct,-551,2025-07-04 10:14:33,MOCK0008561
PT00000603,U001589,order_reward,443,2026-04-07 01:08:25,MOCK0000345
PT00000604,U003587,order_reward,429,2025-07-04 14:01:37,MOCK0009933
PT00000605,U002192,campaign_reward,206,2026-01-13 09:58:38,MOCK0001760
PT00000606,U004004,refund_deduct,-77,2025-03-01 16:29:56,MOCK0010598
PT00000607,U001215,refund_deduct,-201,2025-05-19 04:11:13,MOCK0010145
PT00000608,U003919,order_reward,798,2025-04-20 06:39:58,MOCK0003780
PT00000609,U001815,redeem,-214,2026-05-02 10:40:34,MOCK0011684
PT00000610,U001122,refund_deduct,-517,2025-07-14 09:43:25,MOCK0006635
PT00000611,U003539,refund_deduct,-739,2025-06-10 16:34:10,MOCK0007847
PT00000612,U003270,order_reward,597,2026-03-19 17:45:11,MOCK0002530
PT00000613,U003590,campaign_reward,486,2025-04-01 01:28:12,MOCK0005868
PT00000614,U000185,order_reward,243,2026-07-23 11:37:46,MOCK0010618
PT00000615,U004080,order_reward,375,2025-07-24 23:19:46,MOCK0009982
PT00000616,U001519,redeem,-352,2025-02-07 01:48:29,MOCK0009485
PT00000617,U002303,order_reward,124,2026-06-15 23:51:20,MOCK0003485
PT00000618,U003402,redeem,-788,2025-02-24 00:29:38,MOCK0007062
PT00000619,U001055,campaign_reward,223,2025-05-28 16:59:04,MOCK0005749
PT00000620,U002481,campaign_reward,800,2026-04-04 01:27:42,MOCK0009604
PT00000621,U001276,order_reward,710,2026-05-08 00:34:40,MOCK0003926
PT00000622,U001267,order_reward,344,2026-04-02 20:56:22,MOCK0004978
PT00000623,U002355,order_reward,112,2025-05-12 15:02:55,MOCK0009790
PT00000624,U004394,expire,-237,2025-08-31 13:42:20,MOCK0007897
PT00000625,U003793,order_reward,559,2025-02-28 16:58:16,MOCK0009548
PT00000626,U003453,campaign_reward,109,2026-04-12 23:22:52,MOCK0006274
PT00000627,U003527,redeem,-516,2025-05-10 15:05:25,MOCK0010547
PT00000628,U003265,order_reward,237,2026-08-22 10:32:48,MOCK0001674
PT00000629,U001014,order_reward,786,2025-02-25 05:37:21,MOCK0008598
PT00000630,U004252,campaign_reward,646,2026-03-14 14:58:34,MOCK0000574
PT00000631,U002748,order_reward,740,2025-06-27 12:06:44,MOCK0008714
PT00000632,U004457,order_reward,800,2026-08-14 21:50:31,MOCK0007111
PT00000633,U004280,expire,-707,2026-03-11 19:44:16,MOCK0009934
PT00000634,U004475,campaign_reward,677,2025-12-03 07:12:34,MOCK0001122
PT00000635,U002429,order_reward,745,2026-01-24 06:06:40,MOCK0001514
PT00000636,U000617,campaign_reward,227,2025-01-09 08:51:32,MOCK0003035
PT00000637,U001249,order_reward,27,2026-06-13 18:30:48,MOCK0010445
PT00000638,U002305,order_reward,462,2025-05-27 20:58:03,MOCK0004477
PT00000639,U004014,order_reward,638,2025-04-02 13:30:04,MOCK0000936
PT00000640,U000950,order_reward,682,2025-07-26 10:22:13,MOCK0009786
PT00000641,U002209,refund_deduct,-164,2025-03-08 08:07:32,MOCK0000558
PT00000642,U004631,redeem,-395,2025-09-25 22:39:04,MOCK0002788
PT00000643,U000978,redeem,-582,2026-01-15 12:28:32,MOCK0004840
PT00000644,U000749,order_reward,533,2025-01-20 06:33:15,MOCK0000930
PT00000645,U001037,campaign_reward,798,2026-01-12 22:36:00,MOCK0007842
PT00000646,U000294,order_reward,202,2025-03-13 06:02:32,MOCK0009461
PT00000647,U000303,campaign_reward,58,2025-06-17 09:51:21,MOCK0006208
PT00000648,U004507,order_reward,643,2026-02-24 04:57:08,MOCK0001205
PT00000649,U002317,campaign_reward,40,2025-10-06 21:12:08,MOCK0003544
PT00000650,U004416,campaign_reward,746,2025-01-08 17:51:59,MOCK0002114
PT00000651,U001576,order_reward,345,2025-07-23 12:26:48,MOCK0006802
PT00000652,U003525,campaign_reward,8,2026-06-03 19:31:33,MOCK0004461
PT00000653,U004203,refund_deduct,-523,2025-06-21 06:10:07,MOCK0008895
PT00000654,U000691,expire,-359,2025-08-11 06:58:10,MOCK0004140
PT00000655,U002576,expire,-183,2026-05-02 19:58:12,MOCK0004123
PT00000656,U002134,order_reward,400,2026-07-26 09:15:46,MOCK0007819
PT00000657,U003293,order_reward,736,2025-10-25 19:38:22,MOCK0004142
PT00000658,U001976,expire,-562,2026-01-15 10:57:54,MOCK0003541
PT00000659,U003188,redeem,-725,2025-09-18 07:03:23,MOCK0009005
PT00000660,U004806,order_reward,122,2025-11-14 21:27:12,MOCK0011342
PT00000661,U001065,expire,-557,2026-07-23 13:46:34,MOCK0002494
PT00000662,U002935,redeem,-523,2026-08-03 19:22:27,MOCK0004809
PT00000663,U002897,order_reward,157,2026-02-05 16:46:12,MOCK0005526
PT00000664,U001275,order_reward,798,2026-01-21 10:12:08,MOCK0008348
PT00000665,U004873,order_reward,33,2026-03-08 04:11:41,MOCK0010889
PT00000666,U002976,expire,-96,2025-11-01 22:09:04,MOCK0002010
PT00000667,U000493,order_reward,100,2026-06-17 14:03:15,MOCK0009656
PT00000668,U001825,order_reward,593,2026-06-04 08:26:56,MOCK0003141
