ad_stat_id,ad_campaign_id,stat_date,impressions,clicks,conversions,ad_cost,attributed_revenue,roi
ADS00000334,AD00034,2025-05-23,160418,7336,222,29823.3,150508.04,5.0467
ADS00000335,AD00035,2026-02-11,114768,3581,135,12990.52,62050.98,4.7766
ADS00000336,AD00036,2025-03-04,78629,939,136,3630.4,44187.75,12.1716
ADS00000337,AD00037,2026-07-05,47106,997,59,3567.28,13163.56,3.6901
ADS00000338,AD00038,2026-05-08,81256,6205,778,6317.76,269956.13,42.7297
ADS00000339,AD00039,2026-06-04,96875,4380,216,10300.65,138132.59,13.4101
ADS00000340,AD00040,2025-11-03,55397,461,33,1963.42,2776.4,1.4141
ADS00000341,AD00041,2025-08-16,39803,2219,194,6147.68,131196.06,21.3407
ADS00000342,AD00042,2026-03-14,142439,4791,227,10702.05,139557.63,13.0403
ADS00000343,AD00043,2025-03-04,11283,792,79,3509.21,47493.75,13.534
ADS00000344,AD00044,2026-01-24,128356,2101,134,2236.16,19396.34,8.6739
ADS00000345,AD00045,2026-01-06,135662,2656,79,2876.04,25878.12,8.9978
ADS00000346,AD00046,2025-07-07,72666,3420,69,4850.57,6024.01,1.2419
ADS00000347,AD00047,2025-03-13,67208,1229,183,5580.91,68235.08,12.2265
ADS00000348,AD00048,2025-10-06,57576,1724,114,3753.46,11247.09,2.9965
ADS00000349,AD00049,2026-02-06,34648,2656,325,12248.54,35423.09,2.892
ADS00000350,AD00050,2025-03-22,164133,9115,1292,35829.37,612661.01,17.0994
ADS00000351,AD00051,2025-03-24,76482,6093,907,26972.21,401250.68,14.8764
ADS00000352,AD00052,2025-10-26,136293,3339,202,10194.93,124355.34,12.1978
ADS00000353,AD00053,2026-01-23,132931,2327,205,7463.55,130762.78,17.5202
ADS00000354,AD00054,2025-08-02,61259,2228,308,6032.76,79999.22,13.2608
ADS00000355,AD00055,2025-05-25,83487,6505,346,14858.86,125902.12,8.4732
ADS00000356,AD00056,2026-07-28,165712,4043,284,13725.43,37414.11,2.7259
ADS00000357,AD00057,2025-01-29,155851,3677,319,13465.2,28548.76,2.1202
ADS00000358,AD00058,2025-06-30,156641,9331,512,11469.53,79650.41,6.9445
ADS00000359,AD00059,2026-06-27,116560,8664,705,13167.31,262876.18,19.9643
ADS00000360,AD00060,2025-05-13,23951,1336,130,2635.94,67355.44,25.5527
ADS00000361,AD00061,2026-05-20,140591,5668,460,8505.23,86827.05,10.2087
ADS00000362,AD00062,2026-04-07,49480,1478,141,809.45,60534.66,74.7849
ADS00000363,AD00063,2025-06-28,169284,7173,470,25852.76,212123.23,8.2051
ADS00000364,AD00064,2025-04-17,139895,2484,167,11324.37,32276.2,2.8502
ADS00000365,AD00065,2026-02-23,170007,4499,386,4348.56,122286.09,28.1211
ADS00000366,AD00066,2026-02-20,15148,1123,132,4241.61,69489.59,16.3828
ADS00000367,AD00067,2025-09-01,25447,1150,116,3699.67,76814.77,20.7626
ADS00000368,AD00068,2026-07-24,91244,5835,304,13561.04,185860.8,13.7055
ADS00000369,AD00069,2025-08-09,68934,3985,99,4764.77,26954.6,5.6571
ADS00000370,AD00070,2026-07-09,29366,2118,217,1258.8,45264.67,35.9586
ADS00000371,AD00071,2026-08-11,56404,3204,142,9481.91,35011.55,3.6925
ADS00000372,AD00072,2025-10-06,170122,12197,246,41570.3,17034.89,0.4098
ADS00000373,AD00073,2025-04-21,133275,10575,741,11331.24,78261.98,6.9067
ADS00000374,AD00074,2025-06-19,152567,8045,711,29508.96,300635.24,10.1879
ADS00000375,AD00075,2026-06-13,142671,3976,139,7580.34,45772.62,6.0383
ADS00000376,AD00076,2025-03-24,17861,1137,80,4459.68,10282.28,2.3056
ADS00000377,AD00077,2025-07-29,2331,108,8,456.78,3192.42,6.989
ADS00000378,AD00078,2025-03-03,112305,8173,1094,38902.56,277309.78,7.1283
ADS00000379,AD00079,2026-02-16,52669,2933,247,10593.5,71132.78,6.7148
ADS00000380,AD00080,2025-08-12,49321,1476,132,4950.58,27267.78,5.508
ADS00000381,AD00081,2025-06-07,89607,1520,92,4240.45,40564.71,9.5661
ADS00000382,AD00082,2026-08-01,29080,1281,168,1517.46,84455.61,55.6559
ADS00000383,AD00083,2026-01-08,27726,711,42,1770.73,26079.66,14.7282
ADS00000384,AD00084,2025-09-13,143577,6414,666,5236.24,346938.01,66.2571
ADS00000385,AD00085,2026-07-31,96831,2798,359,12807.72,135007.67,10.5411
ADS00000386,AD00086,2025-10-26,117650,7193,293,9483.46,61313.33,6.4653
ADS00000387,AD00087,2025-02-15,64920,4641,342,12221.52,221223.75,18.1012
ADS00000388,AD00088,2025-04-27,77595,2721,50,8175.72,7344.76,0.8984
ADS00000389,AD00089,2025-02-20,72370,1904,159,6772.85,106613.4,15.7413
ADS00000390,AD00090,2026-08-13,33741,1546,24,913.65,15717.9,17.2034
ADS00000391,AD00091,2025-06-05,73868,1245,26,1939.03,7446.22,3.8402
ADS00000392,AD00092,2025-02-25,179150,1597,196,4693.34,19622.76,4.181
ADS00000393,AD00093,2026-08-20,39585,2260,215,10349.27,22317.68,2.1564
ADS00000394,AD00094,2025-10-07,50807,1710,46,5501.14,3780.76,0.6873
ADS00000395,AD00095,2025-02-04,80606,5038,298,13968.63,194111.33,13.8962
ADS00000396,AD00096,2026-08-22,87656,1124,165,1499.01,61700.49,41.1608
ADS00000397,AD00097,2025-05-05,107569,4284,188,12057.77,117455.56,9.7411
ADS00000398,AD00098,2025-07-13,118550,6467,298,3118.35,93883.11,30.1067
ADS00000399,AD00099,2026-03-25,155921,4754,246,11710.35,28589.82,2.4414
ADS00000400,AD00100,2025-09-02,19705,217,20,256.31,3952.57,15.4211
ADS00000401,AD00001,2025-06-20,17711,1270,60,6034.95,12807.42,2.1222
ADS00000402,AD00002,2025-07-03,175860,7750,391,21758.17,216827.55,9.9653
ADS00000403,AD00003,2025-09-13,21758,914,42,1759.26,14265.82,8.109
ADS00000404,AD00004,2026-06-23,130195,9480,230,2920.7,26648.92,9.1242
ADS00000405,AD00005,2026-01-15,140237,1337,37,2440.83,5430.0,2.2247
ADS00000406,AD00006,2025-02-14,81020,4253,491,13310.02,77318.72,5.8091
ADS00000407,AD00007,2026-08-16,77997,3832,213,18006.58,135872.24,7.5457
ADS00000408,AD00008,2026-08-21,146863,5546,663,17884.41,203432.21,11.3748
ADS00000409,AD00009,2026-06-11,90662,3293,112,8382.81,64361.51,7.6778
ADS00000410,AD00010,2026-08-22,115458,7783,421,27343.22,170783.19,6.2459
ADS00000411,AD00011,2025-06-11,72125,4681,505,5904.57,120805.15,20.4596
ADS00000412,AD00012,2026-07-26,114506,6960,504,18489.83,239447.72,12.9502
ADS00000413,AD00013,2026-03-03,100887,2717,225,2348.86,26849.34,11.4308
ADS00000414,AD00014,2026-07-08,49112,2077,231,1143.24,23162.11,20.2601
ADS00000415,AD00015,2026-07-02,111769,7217,183,14331.23,54932.33,3.8331
ADS00000416,AD00016,2025-02-24,82642,1312,103,2456.81,67231.06,27.3652
ADS00000417,AD00017,2025-04-12,153869,2320,111,3974.04,63801.53,16.0546
ADS00000418,AD00018,2026-05-27,139120,6637,706,24600.9,163562.47,6.6486
ADS00000419,AD00019,2025-08-10,155018,4260,186,6437.52,99982.02,15.5311
ADS00000420,AD00020,2026-04-19,130115,7739,704,30364.36,396292.89,13.0513
ADS00000421,AD00021,2025-09-29,154214,9781,420,24948.59,264488.75,10.6014
ADS00000422,AD00022,2026-05-07,29097,1059,77,336.5,46094.89,136.9833
ADS00000423,AD00023,2025-05-31,91809,3207,122,4573.12,74662.44,16.3264
ADS00000424,AD00024,2026-07-22,6493,133,3,433.26,1888.71,4.3593
ADS00000425,AD00025,2025-01-31,171041,6749,319,31320.73,28791.5,0.9192
ADS00000426,AD00026,2026-02-21,116503,4705,466,3231.05,238717.65,73.8824
ADS00000427,AD00027,2025-12-06,93415,4382,277,1361.31,89965.25,66.0873
ADS00000428,AD00028,2025-06-12,45995,3473,211,4284.41,135770.78,31.6895
ADS00000429,AD00029,2025-11-18,139846,8800,272,22238.91,129917.71,5.8419
ADS00000430,AD00030,2025-02-24,124925,6681,292,14389.6,84506.13,5.8727
ADS00000431,AD00031,2025-04-23,93023,2719,168,11150.42,105350.37,9.4481
ADS00000432,AD00032,2026-08-13,77899,2871,115,6391.6,45092.85,7.055
ADS00000433,AD00033,2026-02-21,164955,6122,502,17973.94,222936.68,12.4033
ADS00000434,AD00034,2025-06-06,114053,2084,47,6220.46,17283.41,2.7785
ADS00000435,AD00035,2026-02-06,62176,4035,336,9756.19,29393.01,3.0128
ADS00000436,AD00036,2025-03-10,92089,2252,98,2094.16,62195.91,29.6997
ADS00000437,AD00037,2026-07-16,116022,8981,1297,9879.77,575644.26,58.2649
ADS00000438,AD00038,2026-05-04,179858,1564,130,2871.52,79158.01,27.5666
ADS00000439,AD00039,2026-06-06,146635,2177,230,1621.85,60034.23,37.0159
ADS00000440,AD00040,2025-10-28,17829,1055,81,2889.66,32644.43,11.297
ADS00000441,AD00041,2025-08-07,48459,3409,354,16244.77,122657.25,7.5506
ADS00000442,AD00042,2026-04-28,142482,3150,235,14116.25,96493.82,6.8357
ADS00000443,AD00043,2025-02-01,92367,6700,541,9005.07,102727.44,11.4077
ADS00000444,AD00044,2026-02-25,177221,13906,306,54207.55,189829.67,3.5019
ADS00000445,AD00045,2026-01-09,107738,7622,321,29672.68,165928.76,5.592
ADS00000446,AD00046,2025-07-07,83176,3687,194,3910.21,30051.29,7.6853
ADS00000447,AD00047,2025-03-08,129122,8432,357,37202.38,153074.64,4.1146
ADS00000448,AD00048,2025-09-20,25559,764,26,715.47,6309.95,8.8193
ADS00000449,AD00049,2026-02-03,121090,4542,676,11997.12,261294.57,21.7798
ADS00000450,AD00050,2025-03-22,114441,2204,146,3847.03,97671.75,25.3889
ADS00000451,AD00051,2025-04-02,51180,1475,162,3084.55,72561.52,23.5242
ADS00000452,AD00052,2025-11-04,38114,2204,111,1331.73,32825.26,24.6486
ADS00000453,AD00053,2026-02-07,170286,3550,380,9031.09,222494.77,24.6365
ADS00000454,AD00054,2025-07-20,129671,8545,752,5241.61,50887.86,9.7084
ADS00000455,AD00055,2025-06-14,108345,7346,1042,29166.86,149726.61,5.1334
ADS00000456,AD00056,2026-07-28,95502,3085,309,8796.42,26466.21,3.0087
ADS00000457,AD00057,2025-01-23,19702,670,97,2033.35,27132.14,13.3436
ADS00000458,AD00058,2025-07-06,60857,2751,378,2419.88,196088.22,81.0322
ADS00000459,AD00059,2026-06-20,146121,10147,435,7068.24,137026.92,19.3863
ADS00000460,AD00060,2025-04-28,169173,9711,179,3082.29,39865.57,12.9338
ADS00000461,AD00061,2026-04-15,53675,4227,578,6876.9,358447.18,52.1234
ADS00000462,AD00062,2026-04-02,114113,5896,563,9406.52,343857.72,36.5553
ADS00000463,AD00063,2025-07-03,154147,6311,326,9734.58,81324.31,8.3542
ADS00000464,AD00064,2025-05-10,171212,10999,891,32089.62,479298.93,14.9363
ADS00000465,AD00065,2026-02-25,94889,1444,22,558.07,12663.75,22.692
ADS00000466,AD00066,2026-02-22,69311,4760,78,17041.64,25807.46,1.5144
ADS00000467,AD00067,2025-08-04,110737,7228,665,10790.8,49324.64,4.571
ADS00000468,AD00068,2026-08-05,15772,503,11,538.01,715.96,1.3308
ADS00000469,AD00069,2025-10-04,126757,4157,216,4437.28,14812.13,3.3381
ADS00000470,AD00070,2026-07-10,76351,5555,659,18989.19,405027.79,21.3294
ADS00000471,AD00071,2026-08-10,132468,3774,354,8492.28,44206.18,5.2055
ADS00000472,AD00072,2025-09-26,146214,2968,100,10020.74,56556.78,5.644
ADS00000473,AD00073,2025-05-07,4347,252,11,520.42,690.82,1.3274
ADS00000474,AD00074,2025-06-26,160800,2326,36,4315.9,13488.05,3.1252
ADS00000475,AD00075,2026-05-04,57340,769,69,1763.73,21673.84,12.2886
ADS00000476,AD00076,2025-04-07,101630,5697,824,19323.93,72049.97,3.7285
ADS00000477,AD00077,2025-09-08,101676,7026,822,20676.55,337103.67,16.3037
ADS00000478,AD00078,2025-02-08,5628,368,24,663.69,11662.64,17.5724
ADS00000479,AD00079,2026-01-27,51995,2305,158,9042.85,14773.89,1.6338
ADS00000480,AD00080,2025-08-10,31397,431,17,1824.84,8530.02,4.6744
ADS00000481,AD00081,2025-07-17,174442,9355,1266,27097.61,833856.52,30.7723
ADS00000482,AD00082,2026-08-06,144444,9864,902,26817.42,556385.09,20.7472
ADS00000483,AD00083,2026-01-05,30620,770,68,566.08,27246.39,48.1317
ADS00000484,AD00084,2025-09-17,169737,9061,304,18342.81,63854.76,3.4812
ADS00000485,AD00085,2026-07-30,88172,3530,154,8163.78,104517.99,12.8026
ADS00000486,AD00086,2025-11-09,22951,1023,19,3540.65,4282.75,1.2096
ADS00000487,AD00087,2025-02-14,128080,9935,906,30565.18,465451.93,15.2282
ADS00000488,AD00088,2025-05-07,154373,4392,219,15634.44,147699.03,9.447
ADS00000489,AD00089,2025-01-26,83269,5738,195,12962.77,44123.82,3.4039
ADS00000490,AD00090,2026-08-14,158387,8643,481,25852.42,121433.58,4.6972
ADS00000491,AD00091,2025-04-11,143919,8254,1151,37878.88,414669.45,10.9472
ADS00000492,AD00092,2025-02-23,1928,85,4,290.31,433.84,1.4944
ADS00000493,AD00093,2026-08-19,6384,310,31,1355.43,21031.46,15.5164
ADS00000494,AD00094,2025-09-30,75276,1419,142,4533.81,58739.0,12.9558
ADS00000495,AD00095,2025-02-21,51310,2049,205,4304.74,86250.5,20.0362
ADS00000496,AD00096,2026-08-16,62459,2631,278,2192.26,176172.23,80.361
ADS00000497,AD00097,2025-04-11,134268,10546,174,46466.98,84666.91,1.8221
ADS00000498,AD00098,2025-06-19,52224,1262,100,5936.42,48126.79,8.107
ADS00000499,AD00099,2026-04-01,170493,6476,556,30060.92,222804.43,7.4118
ADS00000500,AD00100,2025-09-02,178889,8051,894,38440.85,586868.6,15.2668
ADS00000501,AD00001,2025-06-21,42152,1179,90,4486.65,34233.47,7.6301
ADS00000502,AD00002,2025-07-07,21494,1627,207,6891.58,18468.48,2.6799
ADS00000503,AD00003,2025-10-05,112840,7236,567,29005.32,219202.11,7.5573
ADS00000504,AD00004,2026-06-20,94685,2937,371,7716.74,182176.28,23.6079
ADS00000505,AD00005,2025-11-26,141629,11239,806,43766.85,293799.08,6.7128
ADS00000506,AD00006,2025-02-06,134431,7705,737,16378.8,65983.42,4.0286
ADS00000507,AD00007,2026-08-18,165307,10555,1235,4216.02,171553.64,40.6909
ADS00000508,AD00008,2026-08-22,107758,2557,328,813.49,76441.42,93.9673
ADS00000509,AD00009,2026-07-08,175507,6202,480,10162.36,157180.63,15.4669
ADS00000510,AD00010,2026-08-19,166859,9556,896,25942.7,77909.16,3.0031
ADS00000511,AD00011,2025-06-14,147769,7638,705,33324.2,353669.28,10.613
ADS00000512,AD00012,2026-07-06,18265,1277,61,3492.74,15486.88,4.434
ADS00000513,AD00013,2026-04-10,26381,553,48,1618.6,8242.98,5.0927
ADS00000514,AD00014,2026-07-06,118045,2172,258,2202.39,136535.39,61.9942
ADS00000515,AD00015,2026-06-11,31483,504,65,936.24,37693.42,40.2604
ADS00000516,AD00016,2025-04-04,59821,4321,380,20373.56,232187.65,11.3965
ADS00000517,AD00017,2025-05-16,76789,5911,383,11207.06,99400.67,8.8695
ADS00000518,AD00018,2026-05-05,41841,854,87,2062.76,55392.76,26.8537
ADS00000519,AD00019,2025-08-13,50866,3340,121,10888.81,71620.33,6.5774
ADS00000520,AD00020,2026-04-23,159499,9075,238,12533.18,155959.78,12.4438
ADS00000521,AD00021,2025-09-20,156868,9576,171,18679.22,66363.72,3.5528
ADS00000522,AD00022,2026-04-24,100588,3050,331,10774.1,29065.18,2.6977
ADS00000523,AD00023,2025-05-06,92825,1591,45,6023.01,29616.38,4.9172
ADS00000524,AD00024,2026-06-24,29127,1257,73,2192.56,46724.57,21.3105
ADS00000525,AD00025,2025-01-14,176319,4951,667,18664.72,242097.68,12.9709
ADS00000526,AD00026,2026-02-25,138266,9403,981,44013.26,536436.78,12.1881
ADS00000527,AD00027,2025-11-30,99755,5229,688,23432.57,246916.01,10.5373
ADS00000528,AD00028,2025-06-20,62644,3391,412,12630.49,117552.35,9.307
ADS00000529,AD00029,2025-10-16,63845,3563,219,12089.86,27363.22,2.2633
ADS00000530,AD00030,2025-04-09,16219,740,98,2010.31,28706.73,14.2798
ADS00000531,AD00031,2025-05-31,25847,559,50,1685.51,18291.07,10.8519
ADS00000532,AD00032,2026-08-22,117062,4867,320,10555.27,80899.29,7.6644
ADS00000533,AD00033,2026-02-16,158395,7530,1109,28991.88,309037.16,10.6594
ADS00000534,AD00034,2025-06-06,167217,4990,191,12330.26,129770.06,10.5245
ADS00000535,AD00035,2026-02-18,74665,1145,121,1336.54,80097.1,59.9287
ADS00000536,AD00036,2025-03-06,133686,1504,157,6564.22,48774.66,7.4304
ADS00000537,AD00037,2026-07-08,117792,3377,371,8882.45,141053.36,15.88
ADS00000538,AD00038,2026-04-23,82330,2662,158,12132.76,78598.69,6.4782
ADS00000539,AD00039,2026-06-07,108474,4323,546,10476.14,79899.27,7.6268
ADS00000540,AD00040,2025-11-05,17862,542,73,2108.03,29787.56,14.1305
ADS00000541,AD00041,2025-08-15,95719,5619,288,2332.02,159002.11,68.1821
ADS00000542,AD00042,2026-04-25,151992,9928,460,38956.03,95264.5,2.4454
ADS00000543,AD00043,2025-04-05,156904,6376,782,20977.1,226160.0,10.7813
ADS00000544,AD00044,2026-02-11,20212,1099,158,1991.3,102005.51,51.2256
ADS00000545,AD00045,2026-01-16,177035,8234,911,25215.45,482817.57,19.1477
ADS00000546,AD00046,2025-08-16,18853,225,22,419.67,4144.35,9.8753
ADS00000547,AD00047,2025-03-13,40119,1439,74,5154.12,28145.74,5.4608
ADS00000548,AD00048,2025-08-21,42564,2484,104,4635.57,63293.79,13.6539
ADS00000549,AD00049,2026-02-25,23724,1745,99,8293.11,12943.44,1.5607
ADS00000550,AD00050,2025-04-12,165634,7958,1141,8556.78,83631.96,9.7738
ADS00000551,AD00051,2025-03-27,88037,2207,177,5955.63,100169.25,16.8193
ADS00000552,AD00052,2025-11-02,39094,426,37,1674.02,6660.85,3.979
ADS00000553,AD00053,2026-02-02,134345,9753,1233,28669.07,658113.09,22.9555
ADS00000554,AD00054,2025-07-07,40299,625,36,1595.07,22675.91,14.2162
ADS00000555,AD00055,2025-05-23,179931,7536,1074,24927.77,112774.33,4.524
ADS00000556,AD00056,2026-08-04,41122,2338,327,1458.11,146994.91,100.8119
ADS00000557,AD00057,2025-01-25,59833,4089,67,13103.79,10676.25,0.8147
ADS00000558,AD00058,2025-07-04,45924,3592,444,8964.91,166537.66,18.5766
ADS00000559,AD00059,2026-06-13,8920,575,47,338.76,19442.21,57.3923
ADS00000560,AD00060,2025-05-13,143160,2263,115,3601.38,61586.3,17.1008
ADS00000561,AD00061,2026-06-17,51950,3108,321,3308.19,173445.31,52.4291
ADS00000562,AD00062,2026-03-28,179918,5172,514,9422.63,279906.9,29.7058
ADS00000563,AD00063,2025-07-08,75066,4971,148,5748.85,75096.88,13.0629
ADS00000564,AD00064,2025-03-18,132954,6729,668,2817.91,189395.07,67.2112
ADS00000565,AD00065,2026-02-24,70219,2895,104,13023.24,62344.68,4.7872
ADS00000566,AD00066,2026-02-20,76118,4392,551,12297.14,328742.47,26.7332
ADS00000567,AD00067,2025-07-30,114622,4762,135,14505.03,19951.21,1.3755
ADS00000568,AD00068,2026-07-26,64877,2211,292,10484.61,53850.71,5.1362
ADS00000569,AD00069,2025-09-21,47665,3254,484,11765.37,217945.12,18.5243
ADS00000570,AD00070,2026-07-05,58388,1766,203,2972.71,16823.65,5.6594
ADS00000571,AD00071,2026-08-07,151357,7297,1080,22629.82,563799.15,24.914
ADS00000572,AD00072,2025-10-21,20024,329,18,443.86,10112.02,22.782
ADS00000573,AD00073,2025-05-15,46600,3032,273,11803.0,184994.26,15.6735
ADS00000574,AD00074,2025-06-23,144001,7717,884,5077.67,481524.67,94.8318
ADS00000575,AD00075,2026-05-20,76772,4579,126,9022.58,48510.34,5.3765
ADS00000576,AD00076,2025-04-08,31300,1590,33,1622.43,6604.01,4.0704
ADS00000577,AD00077,2025-09-17,58387,3702,221,4442.41,134233.62,30.2164
ADS00000578,AD00078,2025-02-14,132483,8556,717,29711.4,420205.42,14.1429
ADS00000579,AD00079,2025-12-20,63657,1342,198,3558.03,123169.14,34.6172
ADS00000580,AD00080,2025-08-21,134875,7038,313,20509.02,127811.15,6.2319
ADS00000581,AD00081,2025-05-22,129782,9616,397,10114.09,244006.87,24.1254
ADS00000582,AD00082,2026-07-30,59712,1509,105,2184.94,11969.55,5.4782
ADS00000583,AD00083,2026-01-07,106861,2080,178,8551.44,20434.06,2.3895
ADS00000584,AD00084,2025-09-30,102513,1993,139,3509.06,30692.44,8.7466
ADS00000585,AD00085,2026-08-22,127409,5498,811,24544.55,349985.65,14.2592
ADS00000586,AD00086,2025-11-17,9086,726,39,1875.97,19424.73,10.3545
ADS00000587,AD00087,2025-02-04,133529,5641,753,19024.04,50462.34,2.6526
ADS00000588,AD00088,2025-04-15,62386,1868,33,3757.92,22370.23,5.9528
ADS00000589,AD00089,2025-01-24,114270,5068,93,22498.15,10296.14,0.4576
ADS00000590,AD00090,2026-08-17,8736,511,34,2208.89,21970.14,9.9462
ADS00000591,AD00091,2025-04-18,50387,960,73,1708.37,36275.44,21.2339
ADS00000592,AD00092,2025-02-12,9661,454,64,1079.01,16820.34,15.5887
ADS00000593,AD00093,2026-08-20,43536,749,28,2003.08,13649.56,6.8143
ADS00000594,AD00094,2025-09-10,135486,4912,355,17693.28,215268.36,12.1667
ADS00000595,AD00095,2025-03-28,113472,4068,179,4880.42,91821.72,18.8143
ADS00000596,AD00096,2026-08-17,11043,839,47,1675.32,29553.8,17.6407
ADS00000597,AD00097,2025-05-25,38868,1698,216,1347.84,38836.27,28.8137
ADS00000598,AD00098,2025-05-15,17409,353,9,135.01,5485.79,40.6325
ADS00000599,AD00099,2026-02-27,144893,5097,297,9395.08,170018.24,18.0965
ADS00000600,AD00100,2025-08-15,27527,1468,154,3491.44,96968.34,27.7732
ADS00000601,AD00001,2025-06-27,178939,11879,1343,45602.29,619161.41,13.5774
ADS00000602,AD00002,2025-07-06,104019,5249,235,19545.73,119846.36,6.1316
ADS00000603,AD00003,2025-08-27,67838,4359,183,8341.04,66958.64,8.0276
ADS00000604,AD00004,2026-05-20,8538,444,19,1777.94,2902.93,1.6327
ADS00000605,AD00005,2026-01-24,7903,556,41,1466.15,16394.65,11.1821
ADS00000606,AD00006,2025-02-19,156426,9239,1360,26049.63,629835.04,24.1783
ADS00000607,AD00007,2026-08-19,26436,836,64,3304.54,25597.42,7.7461
ADS00000608,AD00008,2026-08-21,162952,5280,303,2284.1,203828.28,89.2379
ADS00000609,AD00009,2026-07-21,130412,9029,376,35581.56,152015.33,4.2723
ADS00000610,AD00010,2026-08-05,142309,8351,308,25513.05,83188.84,3.2606
ADS00000611,AD00011,2025-06-19,155403,4498,181,3464.16,81520.99,23.5327
ADS00000612,AD00012,2026-06-27,121487,3718,462,11956.74,234907.82,19.6465
ADS00000613,AD00013,2026-03-16,74098,2212,324,9205.85,167044.09,18.1454
ADS00000614,AD00014,2026-07-05,141419,6339,766,9096.48,48994.83,5.3861
ADS00000615,AD00015,2026-06-22,108473,4676,92,7404.5,31154.15,4.2075
ADS00000616,AD00016,2025-04-04,67667,2867,340,12284.09,173650.81,14.1362
ADS00000617,AD00017,2025-04-26,26207,300,5,793.81,2163.62,2.7256
ADS00000618,AD00018,2026-05-22,48763,2412,147,6491.42,23214.59,3.5762
ADS00000619,AD00019,2025-08-18,137300,1476,132,6630.75,89407.25,13.4837
ADS00000620,AD00020,2026-06-07,76606,1390,167,4472.98,52817.89,11.8082
ADS00000621,AD00021,2025-09-19,117939,6941,684,24277.34,170637.64,7.0287
ADS00000622,AD00022,2026-05-07,107136,7585,1045,33515.52,671782.43,20.0439
ADS00000623,AD00023,2025-05-11,132893,4433,174,18951.17,43145.0,2.2766
ADS00000624,AD00024,2026-07-25,91703,3500,264,2598.73,59890.59,23.0461
ADS00000625,AD00025,2025-02-09,171643,1849,56,7264.66,20281.96,2.7919
ADS00000626,AD00026,2026-02-09,8728,131,12,357.53,5573.33,15.5884
ADS00000627,AD00027,2025-11-28,41970,382,54,892.76,12189.06,13.6532
ADS00000628,AD00028,2025-07-01,175884,12172,880,53308.25,71975.81,1.3502
ADS00000629,AD00029,2025-10-17,70228,3558,309,14314.8,27973.07,1.9541
ADS00000630,AD00030,2025-03-03,147548,1823,78,6065.63,40848.48,6.7344
ADS00000631,AD00031,2025-05-31,4764,274,13,370.43,3331.63,8.994
ADS00000632,AD00032,2026-08-19,149944,8390,450,30373.41,47579.0,1.5665
ADS00000633,AD00033,2026-02-13,56144,1033,66,3347.5,25066.05,7.488
ADS00000634,AD00034,2025-07-01,61875,2377,109,7632.88,63422.18,8.3091
